id,application_date,segment,case_count
1,2019-07-06,1,7.878102754442363
2,2019-07-07,1,7.295134497932107
3,2019-07-08,1,8.279693230151368
4,2019-07-09,1,8.118387880626141
5,2019-07-10,1,8.02623720857463
6,2019-07-11,1,8.176208748510593
7,2019-07-12,1,8.118779885452314
8,2019-07-13,1,7.916799859938397
9,2019-07-14,1,7.46343072406802
10,2019-07-15,1,8.25444502941775
11,2019-07-16,1,8.131460350912793
12,2019-07-17,1,8.124869412502365
13,2019-07-18,1,8.141801598860878
14,2019-07-19,1,8.150473485970466
15,2019-07-20,1,7.99928318490808
16,2019-07-21,1,7.309852743381274
17,2019-07-22,1,8.267227389874957
18,2019-07-23,1,8.124238240249154
19,2019-07-24,1,8.182446913829756
20,2019-07-25,1,8.072611805321218
21,2019-07-26,1,8.202992210501476
22,2019-07-27,1,7.96149053463723
23,2019-07-28,1,7.410747293888184
24,2019-07-29,1,8.203908870724392
25,2019-07-30,1,8.087791210506921
26,2019-07-31,1,8.501001043300468
27,2019-08-01,1,8.082731693159282
28,2019-08-02,1,7.661314033506413
29,2019-08-03,1,7.860883681122168
30,2019-08-04,1,7.380046363673761
31,2019-08-05,1,8.167191375663423
32,2019-08-06,1,8.092629379342712
33,2019-08-07,1,8.171453547709039
34,2019-08-08,1,8.24674680777693
35,2019-08-09,1,8.176028100569946
36,2019-08-10,1,7.981030131697974
37,2019-08-11,1,7.330017027473497
38,2019-08-12,1,8.25707402155343
39,2019-08-13,1,8.173720753534612
40,2019-08-14,1,8.248930994152863
41,2019-08-15,1,8.142584140598785
42,2019-08-16,1,8.244832824821374
43,2019-08-17,1,8.000297890353883
44,2019-08-18,1,7.40760760555669
45,2019-08-19,1,8.310885791008495
46,2019-08-20,1,8.09607947481664
47,2019-08-21,1,8.120895263793852
48,2019-08-22,1,8.12080470882015
49,2019-08-23,1,8.08933925737185
50,2019-08-24,1,7.947459952099305
51,2019-08-25,1,7.453998292946645
52,2019-08-26,1,8.179996271535233
53,2019-08-27,1,8.175608050216946
54,2019-08-28,1,8.224644721217693
55,2019-08-29,1,8.121736377046012
56,2019-08-30,1,8.110512637938033
57,2019-08-31,1,8.433587797069794
58,2019-09-01,1,7.331872548517863
59,2019-09-02,1,8.12017042107004
60,2019-09-03,1,8.23459556334988
61,2019-09-04,1,8.101480535682407
62,2019-09-05,1,8.095891631665028
63,2019-09-06,1,7.933513815795962
64,2019-09-07,1,7.905574227258461
65,2019-09-08,1,7.227496930774649
66,2019-09-09,1,8.332681101900192
67,2019-09-10,1,8.20634496194124
68,2019-09-11,1,8.204089281828752
69,2019-09-12,1,8.154254473996613
70,2019-09-13,1,8.232458545579043
71,2019-09-14,1,7.999983852608686
72,2019-09-15,1,7.600839756349899
73,2019-09-16,1,8.162567414308855
74,2019-09-17,1,8.198994710960818
75,2019-09-18,1,8.182143753500984
76,2019-09-19,1,8.19642769175131
77,2019-09-20,1,8.19440217664587
78,2019-09-21,1,7.962333210399683
79,2019-09-22,1,7.464541037406429
80,2019-09-23,1,8.19488662384258
81,2019-09-24,1,8.115405027910969
82,2019-09-25,1,8.182823776773272
83,2019-09-26,1,8.2427376892716
84,2019-09-27,1,8.175141748948558
85,2019-09-28,1,8.096405666285998
86,2019-09-29,1,7.523177246671279
87,2019-09-30,1,8.50990720530362
88,2019-07-24,2,10.164573085730764
89,2019-07-25,2,10.083080301779246
90,2019-07-26,2,10.049562490705082
91,2019-07-27,2,9.876620475155649
92,2019-07-28,2,9.482699527612242
93,2019-07-29,2,8.846662939369768
94,2019-07-30,2,8.420956207789192
95,2019-07-31,2,7.372647772865545
96,2019-08-01,2,8.325102365508124
97,2019-08-02,2,8.391409910466493
98,2019-08-03,2,8.76665347618932
99,2019-08-04,2,8.24712014558025
100,2019-08-05,2,8.362099499218504
101,2019-08-06,2,8.368957127146986
102,2019-08-07,2,8.42004596951857
103,2019-08-08,2,8.383713730404976
104,2019-08-09,2,8.577282266979367
105,2019-08-10,2,8.799484706905584
106,2019-08-11,2,9.399782546809776
107,2019-08-12,2,10.114797983754578
108,2019-08-13,2,10.255286208775933
109,2019-08-14,2,10.164854887007518
110,2019-08-15,2,10.23839583025598
111,2019-08-16,2,10.222244658525009
112,2019-08-17,2,10.198797623801767
113,2019-08-18,2,9.732674092055408
114,2019-08-19,2,10.228258352051844
115,2019-08-20,2,10.208882515888009
116,2019-08-21,2,10.189102757980054
117,2019-08-22,2,10.218086987349608
118,2019-08-23,2,10.242303591718727
119,2019-08-24,2,10.10471223560711
120,2019-08-25,2,9.676388655573348
121,2019-08-26,2,10.02153990881312
122,2019-08-27,2,9.800996597319319
123,2019-08-28,2,9.3966708583798
124,2019-08-29,2,8.687732096435765
125,2019-08-30,2,8.601529332232886
126,2019-08-31,2,7.832684100268549
127,2019-09-01,2,8.31986068504891
128,2019-09-02,2,8.382689699360231
129,2019-09-03,2,8.429698101616033
130,2019-09-04,2,8.541682521134108
131,2019-09-05,2,8.351553435637623
132,2019-09-06,2,8.415924536721711
133,2019-09-07,2,8.336359416783399
134,2019-09-08,2,8.244532192386512
135,2019-09-09,2,8.555661635090637
136,2019-09-10,2,8.994119568769111
137,2019-09-11,2,9.741101974138184
138,2019-09-12,2,10.056562031524493
139,2019-09-13,2,10.258484476917527
140,2019-09-14,2,10.137827823520833
141,2019-09-15,2,9.634121152363583
142,2019-09-16,2,10.202014221855945
143,2019-09-17,2,10.147895707998927
144,2019-09-18,2,10.240689856118104
145,2019-09-19,2,10.194360957533714
146,2019-09-20,2,10.122656499154722
147,2019-09-21,2,10.153648882197889
148,2019-09-22,2,9.58587109252948
149,2019-09-23,2,10.164555342599531
150,2019-09-24,2,10.149333782889515
151,2019-09-25,2,9.566265273101955
152,2019-09-26,2,10.077894610127336
153,2019-09-27,2,9.961947486500177
154,2019-09-28,2,9.75976515134195
155,2019-09-29,2,8.552710278364565
156,2019-09-30,2,7.765499252132516
157,2019-10-01,2,8.360101961497804
158,2019-10-02,2,8.361615234729921
159,2019-10-03,2,8.321533416916248
160,2019-10-04,2,8.383819991795189
161,2019-10-05,2,8.418102766527038
162,2019-10-06,2,8.370249722250865
163,2019-10-07,2,8.438885479572507
164,2019-10-08,2,8.380795825191383
165,2019-10-09,2,8.583597924766572
166,2019-10-10,2,8.821136741233984
167,2019-10-11,2,9.793193764380888
168,2019-10-12,2,10.096318768505135
169,2019-10-13,2,9.59811842543192
170,2019-10-14,2,10.065947697174586
171,2019-10-15,2,10.078031069553788
172,2019-10-16,2,10.2740233951648
173,2019-10-17,2,10.216929251021101
174,2019-10-18,2,9.977271773505725
175,2019-10-19,2,10.144348385697057
176,2019-10-20,2,9.749410957111095
177,2019-10-21,2,10.154142233213909
178,2019-10-22,2,10.037324099727698
179,2019-10-23,2,9.897969847479391
180,2019-10-24,2,9.809633033343548
