id,application_date,segment,case_count
1,2019-07-06,1,7.2661293777144245
2,2019-07-07,1,7.0741575111914745
3,2019-07-08,1,8.110106520355243
4,2019-07-09,1,8.042958542798583
5,2019-07-10,1,8.114013937681797
6,2019-07-11,1,8.087537155854443
7,2019-07-12,1,8.01132864727126
8,2019-07-13,1,7.825542917277684
9,2019-07-14,1,7.160367950416283
10,2019-07-15,1,8.169322696562318
11,2019-07-16,1,7.719472127580296
12,2019-07-17,1,8.008358291488504
13,2019-07-18,1,8.134227832744708
14,2019-07-19,1,8.00696420962107
15,2019-07-20,1,7.726960420323254
16,2019-07-21,1,7.291457442587149
17,2019-07-22,1,8.12467778099814
18,2019-07-23,1,8.123535629161092
19,2019-07-24,1,7.905309381288541
20,2019-07-25,1,7.783015229120107
21,2019-07-26,1,8.15373227853518
22,2019-07-27,1,7.758754512991086
23,2019-07-28,1,7.372801856567136
24,2019-07-29,1,8.164166699385008
25,2019-07-30,1,8.123506149925719
26,2019-07-31,1,8.715114425070803
27,2019-08-01,1,6.627537011500844
28,2019-08-02,1,7.168982226579228
29,2019-08-03,1,7.3355267241242785
30,2019-08-04,1,6.849539105663309
31,2019-08-05,1,7.845307637322341
32,2019-08-06,1,7.094482342382198
33,2019-08-07,1,7.7135073189718515
34,2019-08-08,1,8.03249178134308
35,2019-08-09,1,8.056902283415292
36,2019-08-10,1,7.756083842585886
37,2019-08-11,1,7.288857764100447
38,2019-08-12,1,7.999678681004715
39,2019-08-13,1,7.923768763940355
40,2019-08-14,1,8.038503808849264
41,2019-08-15,1,8.091977513944622
42,2019-08-16,1,8.1261192911188
43,2019-08-17,1,7.852677190745101
44,2019-08-18,1,7.331657166872388
45,2019-08-19,1,7.813588708069343
46,2019-08-20,1,8.138030300943413
47,2019-08-21,1,8.123964659728758
48,2019-08-22,1,8.137042127988103
49,2019-08-23,1,8.116633746444526
50,2019-08-24,1,7.798860951047274
51,2019-08-25,1,7.245074026825582
52,2019-08-26,1,7.803793809573481
53,2019-08-27,1,8.11825263909549
54,2019-08-28,1,7.905389485907442
55,2019-08-29,1,7.964825898267248
56,2019-08-30,1,8.076137086175711
57,2019-08-31,1,8.686286036403414
58,2019-09-01,1,6.50622716005202
59,2019-09-02,1,7.627709092455762
60,2019-09-03,1,7.879120168992749
61,2019-09-04,1,5.869143543119379
62,2019-09-05,1,7.610215628589721
63,2019-09-06,1,8.016552237706254
64,2019-09-07,1,7.668422380033814
65,2019-09-08,1,7.172018831973483
66,2019-09-09,1,8.179428299435619
67,2019-09-10,1,8.116510983043137
68,2019-09-11,1,8.01661743048791
69,2019-09-12,1,8.123222312956212
70,2019-09-13,1,8.153457530031464
71,2019-09-14,1,7.874818930183366
72,2019-09-15,1,7.271743002594876
73,2019-09-16,1,8.183381103835009
74,2019-09-17,1,8.075235270929953
75,2019-09-18,1,8.054865980381809
76,2019-09-19,1,7.472133267655142
77,2019-09-20,1,8.051569829753827
78,2019-09-21,1,7.838797208598713
79,2019-09-22,1,7.347489874826406
80,2019-09-23,1,8.134775929144809
81,2019-09-24,1,8.064952059705664
82,2019-09-25,1,8.139998290563037
83,2019-09-26,1,8.092556259430175
84,2019-09-27,1,8.138026180575455
85,2019-09-28,1,7.635814273847819
86,2019-09-29,1,7.342595295073577
87,2019-09-30,1,8.545620761399729
88,2019-07-24,2,9.660827098968248
89,2019-07-25,2,10.056127278633149
90,2019-07-26,2,10.003080749911957
91,2019-07-27,2,9.811408882210094
92,2019-07-28,2,9.33705723162947
93,2019-07-29,2,8.880247359081869
94,2019-07-30,2,8.418505523527047
95,2019-07-31,2,7.227338902944236
96,2019-08-01,2,8.397981377542358
97,2019-08-02,2,8.454230490441683
98,2019-08-03,2,8.48361331479374
99,2019-08-04,2,8.441632855980869
100,2019-08-05,2,8.378876208749514
101,2019-08-06,2,8.528680301718682
102,2019-08-07,2,8.44428843057828
103,2019-08-08,2,8.436022004915696
104,2019-08-09,2,8.41973083238082
105,2019-08-10,2,8.39182572724758
106,2019-08-11,2,9.684742769994312
107,2019-08-12,2,10.219573457102133
108,2019-08-13,2,10.291494287452279
109,2019-08-14,2,10.2679961064744
110,2019-08-15,2,10.242161024010509
111,2019-08-16,2,10.245124871064803
112,2019-08-17,2,10.240263324788506
113,2019-08-18,2,9.69126421869607
114,2019-08-19,2,10.237171531332114
115,2019-08-20,2,10.292678129923438
116,2019-08-21,2,10.257947686184227
117,2019-08-22,2,9.71133247686277
118,2019-08-23,2,10.246028244807363
119,2019-08-24,2,10.166069101643101
120,2019-08-25,2,9.654791640913908
121,2019-08-26,2,10.027399697836342
122,2019-08-27,2,9.881826021582517
123,2019-08-28,2,8.916016105371925
124,2019-08-29,2,8.660554131582666
125,2019-08-30,2,8.619466561376342
126,2019-08-31,2,7.237976955951066
127,2019-09-01,2,8.372960158393123
128,2019-09-02,2,8.341508098881057
129,2019-09-03,2,8.116707445108554
130,2019-09-04,2,8.754805545563826
131,2019-09-05,2,8.432733381174737
132,2019-09-06,2,8.27683564514169
133,2019-09-07,2,8.35722237823538
134,2019-09-08,2,8.387088826771912
135,2019-09-09,2,8.552266489326298
136,2019-09-10,2,8.40950001535372
137,2019-09-11,2,9.918647758588701
138,2019-09-12,2,10.138631648356752
139,2019-09-13,2,10.252125765172917
140,2019-09-14,2,10.281924629953599
141,2019-09-15,2,9.712028418973853
142,2019-09-16,2,10.308917476846785
143,2019-09-17,2,10.263270468267391
144,2019-09-18,2,10.260477904147137
145,2019-09-19,2,9.896480102395117
146,2019-09-20,2,10.266310715133368
147,2019-09-21,2,10.22795927430817
148,2019-09-22,2,9.596361253759273
149,2019-09-23,2,10.230434874028955
150,2019-09-24,2,10.149271097272267
151,2019-09-25,2,9.881082668131103
152,2019-09-26,2,10.05071225315073
153,2019-09-27,2,9.878764822004806
154,2019-09-28,2,8.716893410873356
155,2019-09-29,2,8.700291246731554
156,2019-09-30,2,7.303881829958904
157,2019-10-01,2,8.261586039160818
158,2019-10-02,2,8.327667247454707
159,2019-10-03,2,8.319411686178869
160,2019-10-04,2,8.703852785393215
161,2019-10-05,2,8.282140118195619
162,2019-10-06,2,8.331154406865219
163,2019-10-07,2,8.453710246336525
164,2019-10-08,2,8.79068537498226
165,2019-10-09,2,8.364020910599521
166,2019-10-10,2,8.474296310911944
167,2019-10-11,2,9.86715992201268
168,2019-10-12,2,10.143878271279519
169,2019-10-13,2,9.744710293673291
170,2019-10-14,2,10.21199050856711
171,2019-10-15,2,10.247745443735404
172,2019-10-16,2,10.225337052241333
173,2019-10-17,2,10.26348545763895
174,2019-10-18,2,10.241300153231448
175,2019-10-19,2,10.14558128557799
176,2019-10-20,2,9.61072934131078
177,2019-10-21,2,10.175352123051043
178,2019-10-22,2,10.15532313568141
179,2019-10-23,2,10.102880576496096
180,2019-10-24,2,10.002756871341616
