id,application_date,segment,case_count
1,2019-07-06,1,2522.324886054178
2,2019-07-07,1,1500.1642786059117
3,2019-07-08,1,3513.1573761567483
4,2019-07-09,1,3363.425380179887
5,2019-07-10,1,3397.593359496878
6,2019-07-11,1,3385.428834662331
7,2019-07-12,1,3402.27649034111
8,2019-07-13,1,2552.744780938881
9,2019-07-14,1,1563.7224418693907
10,2019-07-15,1,3578.993121567702
11,2019-07-16,1,3327.5244736669056
12,2019-07-17,1,3411.2028734769865
13,2019-07-18,1,3397.060450820368
14,2019-07-19,1,3321.8242317894756
15,2019-07-20,1,2493.7344308029956
16,2019-07-21,1,1545.8580162981525
17,2019-07-22,1,3458.676571873756
18,2019-07-23,1,3352.0629213725488
19,2019-07-24,1,3324.986478395652
20,2019-07-25,1,3321.227301836246
21,2019-07-26,1,3425.795771444313
22,2019-07-27,1,2498.0378959752748
23,2019-07-28,1,1571.2477389975547
24,2019-07-29,1,3569.090688142113
25,2019-07-30,1,3387.550462368332
26,2019-07-31,1,3484.716177663663
27,2019-08-01,1,1591.7914607270166
28,2019-08-02,1,1971.0433986477524
29,2019-08-03,1,2381.467303522687
30,2019-08-04,1,1534.06487642985
31,2019-08-05,1,3521.998291186184
32,2019-08-06,1,3337.011537170168
33,2019-08-07,1,3333.719290714741
34,2019-08-08,1,3346.907756246162
35,2019-08-09,1,3405.9351928505153
36,2019-08-10,1,2504.8708830469673
37,2019-08-11,1,1510.760794484669
38,2019-08-12,1,3547.0257021583043
39,2019-08-13,1,3326.805780173708
40,2019-08-14,1,3447.595125084122
41,2019-08-15,1,3414.9772148696206
42,2019-08-16,1,3434.1115906716545
43,2019-08-17,1,2517.7615524772395
44,2019-08-18,1,1552.3985199748934
45,2019-08-19,1,3567.5852606142453
46,2019-08-20,1,3448.3119935830296
47,2019-08-21,1,3365.0583048933945
48,2019-08-22,1,3374.2574595688325
49,2019-08-23,1,3305.8776759441043
50,2019-08-24,1,2502.027913940597
51,2019-08-25,1,1515.2277448360433
52,2019-08-26,1,3569.666866222503
53,2019-08-27,1,3406.9918041206333
54,2019-08-28,1,3409.8461117858023
55,2019-08-29,1,3423.6637020162625
56,2019-08-30,1,3449.7570489866494
57,2019-08-31,1,2565.039042231666
58,2019-09-01,1,1373.997133910877
59,2019-09-02,1,2061.3629881171
60,2019-09-03,1,3254.6738260524044
61,2019-09-04,1,3446.539011599353
62,2019-09-05,1,3364.973824423015
63,2019-09-06,1,3486.366196556396
64,2019-09-07,1,2487.018391097835
65,2019-09-08,1,1530.425216931938
66,2019-09-09,1,3589.782462239964
67,2019-09-10,1,3456.262005716902
68,2019-09-11,1,3463.409660187676
69,2019-09-12,1,3494.2166293570253
70,2019-09-13,1,3448.2141128310614
71,2019-09-14,1,2564.1907146827184
72,2019-09-15,1,1562.3543072161121
73,2019-09-16,1,3576.7258179213068
74,2019-09-17,1,3464.6679278247034
75,2019-09-18,1,3418.9066455502357
76,2019-09-19,1,3287.194342298106
77,2019-09-20,1,3278.042160704957
78,2019-09-21,1,2511.4892904627964
79,2019-09-22,1,1565.4318667073521
80,2019-09-23,1,3511.2828217707556
81,2019-09-24,1,3423.314906964413
82,2019-09-25,1,3354.0594946951414
83,2019-09-26,1,3447.0126005180014
84,2019-09-27,1,3443.8537120568926
85,2019-09-28,1,2538.6815730715007
86,2019-09-29,1,1546.7864906966774
87,2019-09-30,1,3637.7897932822693
88,2019-07-24,2,26698.737869661956
89,2019-07-25,2,26299.033718041635
90,2019-07-26,2,24355.3724874045
91,2019-07-27,2,22892.380812719628
92,2019-07-28,2,13625.865851141805
93,2019-07-29,2,8236.463518560759
94,2019-07-30,2,3998.8215159744504
95,2019-07-31,2,1615.151468198632
96,2019-08-01,2,4394.932914723012
